return_id,order_id,return_date,return_reason,return_status,refund_amount,reverse_shipping_cost,restocking_loss
700730,903688,2024-05-22,Changed Mind,Approved,3120.0,96.97,241.8
700731,903694,2024-05-17,Size/Fit Issue,Approved,1870.0,76.89,303.88
700732,903695,2025-01-13,Wrong Item Delivered,Rejected,0.0,77.22,0.0
700733,903698,2024-11-08,Not as Described,Approved,3150.0,168.94,567.0
700734,903708,2024-08-04,Defective/Damaged,Rejected,0.0,123.9,0.0
700735,903709,2024-07-28,Not as Described,Approved,2370.0,134.07,402.9
700736,903713,2024-10-04,Changed Mind,Approved,2600.0,126.12,442.0
700737,903716,2024-07-24,Defective/Damaged,Approved,3150.0,152.6,567.0
700738,903722,2024-06-01,Defective/Damaged,Approved,1870.0,163.34,303.88
700739,903728,2025-02-06,Defective/Damaged,Approved,3150.0,175.44,567.0
700740,903737,2024-09-09,Defective/Damaged,Approved,22900.0,131.31,2461.75
700741,903740,2024-10-27,Size/Fit Issue,Approved,2600.0,114.58,442.0
700742,903744,2025-02-14,Size/Fit Issue,Approved,2150.0,151.73,349.38
700743,903750,2025-03-25,Not as Described,Approved,3900.0,65.22,663.0
700744,903751,2024-08-12,Wrong Item Delivered,Approved,2450.0,155.8,441.0
700745,903752,2024-09-21,Not as Described,Approved,590.0,140.42,85.55
700746,903757,2024-10-27,Size/Fit Issue,Approved,1510.0,146.41,245.38
700747,903759,2024-11-22,Size/Fit Issue,Approved,3900.0,105.06,663.0
700748,903760,2024-07-27,Not as Described,Approved,1130.0,158.1,163.85
700749,903769,2024-11-12,Size/Fit Issue,Approved,7480.0,106.74,635.8
700750,903781,2024-09-18,Wrong Item Delivered,Approved,4900.0,108.83,441.0
700751,903804,2025-03-08,Not as Described,Approved,3540.0,61.59,287.62
700752,903810,2024-05-18,Size/Fit Issue,Rejected,0.0,95.62,0.0
700753,903812,2025-01-31,Not as Described,Approved,6300.0,130.15,567.0
700754,903823,2024-05-27,Defective/Damaged,Approved,13140.0,149.06,2825.1
700755,903829,2024-08-17,Changed Mind,Approved,2150.0,74.78,349.38
700756,903842,2025-02-14,Size/Fit Issue,Approved,3000.0,85.16,510.0
700757,903846,2024-10-13,Size/Fit Issue,Approved,2220.0,152.9,180.38
700758,903855,2025-01-26,Wrong Item Delivered,Approved,3150.0,151.06,567.0
700759,903857,2024-06-17,Size/Fit Issue,Approved,2220.0,93.61,180.38
700760,903861,2024-06-07,Defective/Damaged,Approved,2600.0,78.5,442.0
700761,903864,2024-08-01,Changed Mind,Approved,3900.0,178.68,663.0
700762,903869,2024-12-20,Size/Fit Issue,Approved,2150.0,169.54,349.38
700763,903870,2024-09-06,Not as Described,Approved,810.0,71.36,117.45
700764,903887,2025-02-11,Defective/Damaged,Approved,1510.0,159.9,245.38
700765,903889,2024-05-16,Defective/Damaged,Approved,1990.0,125.72,358.2
700766,903926,2025-01-25,Size/Fit Issue,Approved,1770.0,76.06,287.62
700767,903933,2024-09-01,Defective/Damaged,Approved,1290.0,99.61,199.95
700768,903936,2024-12-01,Defective/Damaged,Approved,1130.0,120.7,175.15
700769,903938,2024-08-30,Changed Mind,Approved,2780.0,83.19,215.45
700770,903939,2025-02-12,Size/Fit Issue,Approved,7800.0,163.59,663.0
700771,903953,2024-05-04,Defective/Damaged,Approved,3000.0,137.19,510.0
700772,903964,2024-04-26,Not as Described,Rejected,0.0,72.36,0.0
700773,903973,2025-02-01,Not as Described,Approved,1620.0,179.29,117.45
700774,903984,2024-11-24,Defective/Damaged,Approved,3900.0,99.61,663.0
700775,903987,2024-05-02,Wrong Item Delivered,Approved,1780.0,81.56,137.95
700776,903989,2024-05-02,Defective/Damaged,Approved,2370.0,152.98,402.9
700777,903994,2025-02-01,Defective/Damaged,Approved,1390.0,138.82,215.45
700778,904024,2024-07-16,Not as Described,Approved,1510.0,158.8,245.38
700779,904029,2024-09-05,Defective/Damaged,Approved,1990.0,113.04,358.2
700780,904031,2024-05-10,Wrong Item Delivered,Approved,1080.0,85.99,194.4
700781,904043,2024-10-24,Not as Described,Rejected,0.0,99.69,0.0
700782,904053,2024-12-04,Wrong Item Delivered,Approved,810.0,96.78,125.55
700783,904054,2024-11-29,Not as Described,Approved,1820.0,158.56,141.05
700784,904061,2025-01-04,Not as Described,Approved,2450.0,178.15,441.0
700785,904063,2025-01-07,Defective/Damaged,Approved,1960.0,169.4,318.5
700786,904065,2024-06-19,Defective/Damaged,Approved,1080.0,109.28,194.4
700787,904066,2025-03-14,Size/Fit Issue,Approved,1770.0,141.41,287.62
700788,904068,2024-11-17,Defective/Damaged,Approved,11220.0,86.02,635.8
700789,904070,2024-07-10,Not as Described,Approved,12780.0,179.23,2747.7
700790,904071,2024-08-21,Not as Described,Approved,3900.0,113.27,663.0
700791,904072,2024-08-25,Changed Mind,Approved,2220.0,161.54,107.3
700792,904079,2025-03-21,Defective/Damaged,Approved,3170.0,133.23,570.6
700793,904089,2025-02-02,Not as Described,Approved,1770.0,115.8,287.62
700794,904096,2024-11-20,Defective/Damaged,Approved,6340.0,178.91,570.6
700795,904100,2024-11-30,Size/Fit Issue,Rejected,0.0,139.03,0.0
700796,904109,2024-11-13,Size/Fit Issue,Approved,3700.0,133.51,629.0
700797,904116,2025-01-16,Size/Fit Issue,Approved,3000.0,66.08,510.0
700798,904119,2024-05-02,Not as Described,Approved,1510.0,156.12,245.38
700799,904123,2025-01-26,Defective/Damaged,Approved,3740.0,88.85,635.8
700800,904144,2024-12-05,Size/Fit Issue,Approved,1190.0,163.42,193.38
700801,904146,2025-04-04,Changed Mind,Approved,2220.0,137.81,180.38
700802,904147,2024-11-06,Size/Fit Issue,Approved,7480.0,111.27,635.8
700803,904151,2024-04-17,Not as Described,Approved,1390.0,141.5,215.45
700804,904153,2025-01-27,Defective/Damaged,Approved,1960.0,145.59,318.5
700805,904155,2024-07-29,Not as Described,Approved,1870.0,158.31,303.88
700806,904161,2024-10-18,Changed Mind,Approved,2150.0,78.03,349.38
700807,904163,2024-04-27,Changed Mind,Approved,2150.0,63.88,349.38
700808,904166,2025-03-12,Size/Fit Issue,Approved,2600.0,126.81,442.0
700809,904167,2024-05-02,Defective/Damaged,Approved,910.0,71.22,141.05
700810,904168,2024-09-06,Size/Fit Issue,Rejected,0.0,131.01,0.0
700811,904169,2024-10-16,Defective/Damaged,Approved,2370.0,69.82,402.9
700812,904174,2025-01-02,Size/Fit Issue,Approved,3900.0,102.24,663.0
700813,904175,2025-01-15,Size/Fit Issue,Approved,3900.0,66.54,663.0
700814,904182,2024-10-21,Size/Fit Issue,Rejected,0.0,105.28,0.0
700815,904184,2025-03-08,Defective/Damaged,Approved,2150.0,117.15,349.38
700816,904189,2024-12-02,Size/Fit Issue,Approved,1940.0,157.39,157.62
700817,904197,2025-03-02,Not as Described,Approved,4740.0,105.08,402.9
700818,904201,2024-11-03,Not as Described,Approved,1190.0,122.86,193.38
700819,904226,2024-07-30,Not as Described,Approved,3920.0,149.66,318.5
700820,904227,2025-02-12,Size/Fit Issue,Rejected,0.0,159.47,0.0
700821,904228,2024-11-24,Size/Fit Issue,Approved,1960.0,80.63,318.5
700822,904229,2024-08-01,Changed Mind,Approved,1110.0,175.76,180.38
700823,904239,2024-09-22,Defective/Damaged,Approved,910.0,103.69,141.05
700824,904258,2024-06-30,Size/Fit Issue,Approved,3370.0,60.77,572.9
700825,904265,2024-04-30,Changed Mind,Approved,590.0,106.07,85.55
700826,904274,2024-12-05,Defective/Damaged,Approved,1870.0,61.93,303.88
700827,904278,2024-11-01,Not as Described,Approved,970.0,118.82,157.62
700828,904283,2025-01-22,Better Price Found,Approved,12780.0,130.06,2747.7
700829,904284,2025-02-17,Size/Fit Issue,Approved,1190.0,130.25,193.38
700830,904294,2025-01-24,Changed Mind,Approved,2450.0,165.55,441.0
700831,904295,2025-01-20,Not as Described,Rejected,0.0,141.27,0.0
700832,904296,2025-02-04,Size/Fit Issue,Approved,1190.0,68.91,193.38
700833,904297,2025-03-01,Size/Fit Issue,Approved,3740.0,133.14,635.8
700834,904299,2024-06-13,Changed Mind,Approved,1560.0,112.38,241.8
700835,904303,2024-05-19,Not as Described,Approved,2260.0,125.56,163.85
700836,904316,2024-11-06,Defective/Damaged,Approved,2450.0,83.63,441.0
700837,904318,2024-11-20,Not as Described,Approved,1560.0,108.69,241.8
700838,904330,2024-11-22,Changed Mind,Approved,1990.0,130.88,358.2
700839,904337,2024-10-13,Changed Mind,Approved,5120.0,82.24,435.2
700840,904342,2024-12-12,Size/Fit Issue,Approved,6740.0,135.1,572.9
700841,904344,2024-05-04,Not as Described,Approved,3170.0,109.36,570.6
700842,904346,2024-04-17,Not as Described,Approved,3000.0,125.16,510.0
700843,904347,2024-09-02,Not as Described,Approved,1190.0,87.72,193.38
700844,904349,2024-08-12,Not as Described,Approved,1510.0,105.97,245.38
700845,904350,2024-12-09,Changed Mind,Rejected,0.0,114.03,0.0
700846,904353,2024-11-21,Defective/Damaged,Approved,810.0,79.16,125.55
700847,904355,2024-12-17,Changed Mind,Approved,890.0,131.44,137.95
700848,904362,2024-11-19,Changed Mind,Approved,1820.0,74.97,141.05
700849,904371,2024-11-09,Defective/Damaged,Approved,540.0,128.6,78.3
700850,904372,2024-10-15,Changed Mind,Approved,13790.0,126.94,2964.85
700851,904377,2024-06-02,Defective/Damaged,Approved,1560.0,95.56,241.8
700852,904379,2024-04-20,Changed Mind,Approved,1020.0,161.13,73.95
700853,904383,2024-10-26,Not as Described,Approved,1990.0,96.43,358.2
700854,904388,2025-04-04,Not as Described,Approved,3740.0,163.14,635.8
700855,904393,2025-03-27,Changed Mind,Approved,4680.0,107.03,241.8
700856,904399,2024-05-17,Wrong Item Delivered,Approved,1290.0,146.54,199.95
700857,904413,2024-07-28,Changed Mind,Approved,2600.0,156.05,442.0
700858,904435,2024-05-28,Changed Mind,Approved,740.0,118.17,107.3
700859,904438,2025-02-02,Changed Mind,Approved,3540.0,172.08,287.62
700860,904442,2024-11-29,Size/Fit Issue,Approved,3000.0,72.94,510.0
700861,904444,2024-04-22,Changed Mind,Approved,1990.0,140.72,358.2
700862,904447,2025-01-19,Changed Mind,Approved,3700.0,79.74,629.0
700863,904448,2024-11-03,Size/Fit Issue,Approved,2560.0,111.25,435.2
700864,904459,2024-04-24,Size/Fit Issue,Approved,1510.0,63.43,245.38
700865,904467,2024-05-23,Changed Mind,Approved,1180.0,66.0,85.55
700866,904472,2024-06-02,Size/Fit Issue,Approved,3900.0,77.27,663.0
700867,904481,2024-10-17,Changed Mind,Approved,510.0,142.67,73.95
700868,904495,2024-08-19,Defective/Damaged,Approved,510.0,122.57,73.95
700869,904500,2024-11-03,Defective/Damaged,Approved,1510.0,158.9,245.38
700870,904504,2024-10-18,Not as Described,Approved,2150.0,132.51,349.38
700871,904506,2024-08-26,Size/Fit Issue,Approved,3370.0,149.42,572.9
700872,904511,2024-09-05,Defective/Damaged,Rejected,0.0,163.37,0.0
700873,904514,2024-09-30,Changed Mind,Approved,1870.0,63.61,303.88
700874,904525,2024-10-14,Not as Described,Approved,410.0,101.36,59.45
700875,904539,2025-03-01,Changed Mind,Approved,780.0,153.17,113.1
700876,904544,2024-04-26,Changed Mind,Approved,1130.0,65.62,163.85
700877,904551,2024-08-08,Size/Fit Issue,Approved,3700.0,109.05,629.0
700878,904552,2024-11-17,Changed Mind,Approved,810.0,83.77,125.55
700879,904553,2024-04-16,Defective/Damaged,Rejected,0.0,138.41,0.0
700880,904567,2025-02-22,Defective/Damaged,Approved,10800.0,95.29,2322.0
700881,904572,2024-07-31,Wrong Item Delivered,Rejected,0.0,160.87,0.0
700882,904577,2024-09-07,Not as Described,Approved,1960.0,76.95,318.5
700883,904579,2024-11-27,Changed Mind,Rejected,0.0,94.31,0.0
700884,904588,2024-11-11,Wrong Item Delivered,Approved,1130.0,174.45,175.15
700885,904594,2024-09-05,Changed Mind,Approved,1110.0,117.09,180.38
700886,904595,2025-02-11,Size/Fit Issue,Approved,6740.0,105.25,572.9
700887,904597,2024-09-14,Defective/Damaged,Approved,12810.0,112.68,2754.15
700888,904609,2024-07-31,Changed Mind,Approved,3170.0,111.29,570.6
700889,904612,2024-10-26,Changed Mind,Rejected,0.0,95.03,0.0
700890,904621,2025-03-19,Changed Mind,Approved,1320.0,109.81,204.6
700891,904626,2024-05-18,Better Price Found,Rejected,0.0,107.77,0.0
700892,904635,2024-06-16,Size/Fit Issue,Approved,2560.0,143.43,435.2
700893,904645,2024-07-25,Not as Described,Approved,1390.0,71.8,215.45
700894,904651,2024-05-24,Changed Mind,Approved,1080.0,143.29,194.4
700895,904661,2025-02-11,Size/Fit Issue,Approved,1770.0,165.18,287.62
700896,904676,2024-09-14,Not as Described,Approved,1480.0,75.53,107.3
700897,904686,2024-06-01,Size/Fit Issue,Approved,6740.0,100.19,572.9
700898,904691,2024-04-25,Changed Mind,Approved,41370.0,95.9,2964.85
700899,904703,2024-09-20,Not as Described,Approved,1990.0,162.22,358.2
700900,904704,2024-06-13,Not as Described,Approved,780.0,109.84,113.1
700901,904717,2024-07-04,Size/Fit Issue,Approved,1190.0,166.9,193.38
700902,904728,2024-08-03,Defective/Damaged,Approved,2260.0,150.91,163.85
700903,904731,2024-07-21,Size/Fit Issue,Approved,1110.0,87.83,180.38
700904,904733,2025-01-04,Wrong Item Delivered,Approved,910.0,69.28,141.05
700905,904735,2024-10-17,Defective/Damaged,Approved,1130.0,73.43,163.85
700906,904736,2024-09-11,Changed Mind,Approved,3370.0,93.76,572.9
700907,904738,2025-02-28,Not as Described,Approved,3900.0,81.35,663.0
700908,904741,2024-05-26,Defective/Damaged,Approved,1740.0,65.07,313.2
700909,904750,2024-11-05,Not as Described,Approved,1870.0,82.33,303.88
700910,904752,2024-08-25,Not as Described,Approved,3390.0,118.35,163.85
700911,904753,2024-08-07,Not as Described,Approved,1390.0,175.93,215.45
700912,904754,2024-06-09,Defective/Damaged,Approved,1510.0,71.53,245.38
700913,904756,2024-04-12,Changed Mind,Approved,1290.0,171.43,199.95
700914,904758,2025-02-01,Changed Mind,Approved,10110.0,85.34,572.9
700915,904765,2024-12-13,Size/Fit Issue,Approved,1940.0,145.69,157.62
700916,904773,2024-06-13,Defective/Damaged,Approved,2250.0,79.88,405.0
700917,904787,2024-04-19,Size/Fit Issue,Approved,1770.0,92.01,287.62
700918,904794,2024-10-20,Defective/Damaged,Approved,3170.0,64.07,570.6
700919,904805,2025-03-21,Changed Mind,Approved,1130.0,141.9,175.15
700920,904813,2024-09-25,Size/Fit Issue,Approved,2560.0,103.79,435.2
700921,904818,2024-09-13,Not as Described,Approved,1320.0,127.02,204.6
700922,904822,2024-05-20,Not as Described,Approved,1110.0,146.17,180.38
700923,904825,2024-05-14,Not as Described,Approved,1190.0,96.46,193.38
700924,904826,2024-09-18,Not as Described,Approved,1990.0,105.72,358.2
700925,904828,2025-01-25,Changed Mind,Approved,810.0,93.81,125.55
700926,904837,2024-04-16,Defective/Damaged,Approved,2450.0,75.44,441.0
700927,904844,2024-10-27,Defective/Damaged,Approved,10800.0,95.41,2322.0
700928,904850,2024-09-24,Not as Described,Approved,1390.0,177.68,215.45
700929,904852,2025-03-24,Defective/Damaged,Approved,9950.0,76.53,2139.25
700930,904854,2024-08-28,Size/Fit Issue,Approved,1110.0,119.32,180.38
700931,904856,2024-09-02,Not as Described,Approved,2380.0,174.38,193.38
700932,904859,2024-12-31,Size/Fit Issue,Approved,970.0,146.22,157.62
700933,904860,2024-10-19,Defective/Damaged,Approved,780.0,107.71,113.1
700934,904876,2024-05-02,Not as Described,Approved,1130.0,126.9,163.85
700935,904887,2025-01-12,Size/Fit Issue,Approved,11220.0,161.19,635.8
700936,904894,2024-06-15,Changed Mind,Approved,5220.0,157.3,313.2
700937,904898,2024-07-22,Defective/Damaged,Rejected,0.0,154.05,0.0
700938,904904,2024-08-30,Size/Fit Issue,Approved,3740.0,144.45,635.8
700939,904911,2024-12-11,Not as Described,Approved,1190.0,163.33,193.38
700940,904912,2024-12-27,Changed Mind,Approved,3700.0,94.35,629.0
700941,904924,2024-06-07,Wrong Item Delivered,Approved,1320.0,74.63,204.6
700942,904929,2024-06-30,Not as Described,Approved,810.0,151.98,125.55
700943,904934,2025-02-05,Defective/Damaged,Approved,3370.0,74.19,572.9
700944,904935,2025-01-15,Size/Fit Issue,Approved,1510.0,174.57,245.38
700945,904936,2024-08-17,Not as Described,Approved,970.0,146.26,157.62
700946,904939,2024-06-06,Not as Described,Approved,1770.0,96.09,287.62
700947,904941,2024-05-05,Defective/Damaged,Approved,5120.0,147.26,435.2
700948,904951,2024-06-29,Changed Mind,Approved,4740.0,141.79,402.9
700949,904954,2024-08-24,Changed Mind,Approved,3150.0,79.54,567.0
700950,904960,2025-04-04,Defective/Damaged,Approved,10800.0,127.7,2322.0
700951,904961,2024-04-25,Size/Fit Issue,Approved,3740.0,139.63,635.8
700952,904966,2024-07-17,Size/Fit Issue,Approved,2150.0,119.57,349.38
700953,904967,2024-06-06,Size/Fit Issue,Approved,3000.0,159.48,510.0
700954,904971,2024-12-15,Changed Mind,Approved,1960.0,94.44,318.5
700955,904973,2024-10-21,Size/Fit Issue,Approved,7800.0,163.25,663.0
700956,904974,2024-07-24,Not as Described,Approved,1770.0,61.06,287.62
700957,904976,2025-01-08,Defective/Damaged,Rejected,0.0,132.25,0.0
700958,904977,2025-01-09,Not as Described,Approved,740.0,67.35,107.3
700959,904979,2024-10-17,Not as Described,Rejected,0.0,176.47,0.0
700960,904982,2024-04-28,Not as Described,Rejected,0.0,138.46,0.0
700961,904984,2024-07-08,Not as Described,Approved,9950.0,121.48,2139.25
700962,904985,2025-03-03,Changed Mind,Approved,910.0,136.89,141.05
700963,904994,2024-12-04,Size/Fit Issue,Approved,3370.0,77.92,572.9
700964,904995,2024-06-23,Defective/Damaged,Approved,11450.0,118.6,2461.75
700965,905000,2024-12-19,Defective/Damaged,Approved,26660.0,179.26,2865.95
700966,905010,2024-12-06,Size/Fit Issue,Approved,1960.0,83.92,318.5
700967,905013,2024-07-03,Better Price Found,Approved,13330.0,98.75,2865.95
700968,905019,2024-06-20,Changed Mind,Approved,740.0,146.46,107.3
700969,905022,2024-12-31,Changed Mind,Approved,1870.0,88.51,303.88
700970,905023,2024-05-25,Changed Mind,Approved,1560.0,88.47,241.8
700971,905025,2024-10-09,Not as Described,Approved,970.0,113.11,157.62
700972,905028,2024-12-10,Size/Fit Issue,Approved,1190.0,168.22,193.38
700973,905033,2025-02-19,Not as Described,Approved,1320.0,124.25,204.6
700974,905034,2025-03-23,Size/Fit Issue,Approved,3000.0,105.16,510.0
700975,905035,2024-06-16,Defective/Damaged,Approved,1190.0,131.87,193.38
700976,905040,2024-07-21,Size/Fit Issue,Approved,3370.0,173.4,572.9
700977,905046,2024-06-04,Defective/Damaged,Rejected,0.0,134.85,0.0
700978,905047,2024-08-24,Not as Described,Approved,2250.0,117.38,405.0
700979,905050,2024-07-28,Wrong Item Delivered,Approved,4900.0,147.13,441.0
700980,905062,2024-06-02,Size/Fit Issue,Approved,1190.0,138.55,193.38
700981,905068,2024-09-14,Defective/Damaged,Approved,3370.0,80.67,572.9
700982,905069,2025-02-08,Not as Described,Approved,1320.0,141.87,204.6
700983,905075,2024-10-30,Changed Mind,Rejected,0.0,85.89,0.0
700984,905076,2024-11-22,Not as Described,Approved,1620.0,137.31,117.45
700985,905082,2024-08-07,Not as Described,Approved,1770.0,88.2,287.62
700986,905084,2024-10-12,Not as Described,Approved,1870.0,176.7,303.88
700987,905086,2024-07-06,Size/Fit Issue,Approved,2380.0,127.95,193.38
700988,905087,2025-03-15,Changed Mind,Approved,1820.0,61.29,141.05
700989,905091,2024-10-27,Not as Described,Approved,810.0,81.18,125.55
700990,905095,2024-04-17,Size/Fit Issue,Approved,2560.0,77.35,435.2
700991,905116,2024-04-18,Not as Described,Approved,1770.0,69.71,287.62
700992,905119,2025-02-24,Defective/Damaged,Approved,11450.0,170.14,2461.75
700993,905120,2025-02-02,Size/Fit Issue,Approved,1770.0,72.52,287.62
700994,905123,2024-11-06,Changed Mind,Approved,2250.0,161.54,405.0
700995,905129,2024-12-29,Changed Mind,Approved,1230.0,61.79,59.45
700996,905130,2024-12-24,Changed Mind,Approved,1560.0,71.89,241.8
700997,905133,2025-02-01,Changed Mind,Approved,2260.0,168.03,163.85
700998,905136,2025-01-28,Size/Fit Issue,Rejected,0.0,135.46,0.0
700999,905139,2024-07-26,Size/Fit Issue,Approved,1190.0,87.21,193.38
701000,905143,2024-10-02,Wrong Item Delivered,Approved,2450.0,173.3,441.0
701001,905148,2025-01-14,Size/Fit Issue,Rejected,0.0,68.43,0.0
701002,905151,2024-08-15,Not as Described,Rejected,0.0,71.61,0.0
701003,905152,2025-01-27,Not as Described,Approved,1080.0,102.79,194.4
701004,905155,2025-03-29,Size/Fit Issue,Approved,1110.0,62.96,180.38
701005,905164,2025-02-08,Changed Mind,Approved,3170.0,154.22,570.6
701006,905169,2024-09-17,Size/Fit Issue,Rejected,0.0,99.84,0.0
701007,905171,2024-10-04,Not as Described,Approved,540.0,115.58,78.3
701008,905208,2024-10-05,Changed Mind,Rejected,0.0,141.07,0.0
701009,905210,2025-03-15,Defective/Damaged,Approved,510.0,78.89,73.95
701010,905212,2024-04-10,Size/Fit Issue,Approved,2600.0,87.05,442.0
701011,905236,2024-07-25,Defective/Damaged,Approved,25620.0,63.32,2754.15
701012,905238,2024-12-13,Not as Described,Approved,3700.0,172.5,629.0
701013,905244,2024-05-18,Size/Fit Issue,Rejected,0.0,113.17,0.0
701014,905246,2025-01-24,Defective/Damaged,Approved,12780.0,83.27,2747.7
701015,905250,2024-12-12,Size/Fit Issue,Rejected,0.0,97.06,0.0
701016,905254,2024-08-01,Defective/Damaged,Approved,13790.0,149.73,2964.85
701017,905260,2024-12-06,Defective/Damaged,Approved,11450.0,126.04,2461.75
701018,905264,2024-05-02,Changed Mind,Approved,1110.0,65.15,180.38
701019,905282,2025-04-02,Not as Described,Approved,10800.0,62.05,2322.0
701020,905287,2025-01-01,Wrong Item Delivered,Approved,1390.0,142.04,215.45
701021,905290,2025-04-04,Changed Mind,Approved,1080.0,97.18,194.4
701022,905301,2024-09-14,Defective/Damaged,Approved,810.0,98.03,117.45
701023,905303,2024-05-30,Not as Described,Approved,2150.0,82.23,349.38
701024,905311,2024-07-20,Defective/Damaged,Approved,3700.0,148.81,629.0
701025,905316,2025-03-21,Size/Fit Issue,Approved,3900.0,78.25,663.0
701026,905319,2025-04-06,Changed Mind,Approved,970.0,161.14,157.62
701027,905325,2024-10-01,Defective/Damaged,Approved,1510.0,145.76,245.38
701028,905327,2024-10-22,Changed Mind,Approved,10800.0,86.19,2322.0
701029,905335,2024-07-20,Changed Mind,Approved,890.0,73.47,137.95
701030,905336,2025-03-18,Not as Described,Approved,3700.0,118.31,629.0
701031,905340,2025-01-22,Not as Described,Approved,2550.0,119.11,459.0
701032,905342,2025-03-16,Not as Described,Approved,12810.0,104.19,2754.15
701033,905347,2025-01-10,Changed Mind,Approved,12780.0,148.62,2747.7
701034,905356,2024-06-17,Not as Described,Approved,1960.0,128.53,318.5
701035,905369,2025-03-14,Not as Described,Approved,810.0,108.48,117.45
701036,905373,2024-07-18,Not as Described,Approved,1290.0,80.67,199.95
701037,905374,2024-07-26,Defective/Damaged,Approved,2450.0,78.42,441.0
701038,905377,2024-12-03,Changed Mind,Approved,1960.0,107.57,318.5
701039,905381,2024-07-03,Wrong Item Delivered,Approved,1320.0,86.11,204.6
701040,905382,2025-01-08,Wrong Item Delivered,Approved,1130.0,156.42,175.15
701041,905392,2024-06-20,Not as Described,Approved,2220.0,117.28,180.38
701042,905395,2024-07-10,Not as Described,Approved,1560.0,95.22,113.1
701043,905407,2024-07-23,Size/Fit Issue,Approved,970.0,128.43,157.62
701044,905410,2024-06-21,Not as Described,Approved,410.0,96.82,59.45
701045,905423,2024-09-18,Size/Fit Issue,Approved,1510.0,65.13,245.38
701046,905426,2024-08-11,Size/Fit Issue,Approved,3370.0,68.53,572.9
701047,905430,2024-05-31,Defective/Damaged,Approved,9950.0,171.79,2139.25
701048,905442,2024-09-16,Changed Mind,Approved,1190.0,95.76,193.38
701049,905466,2024-05-13,Size/Fit Issue,Approved,3370.0,88.57,572.9
701050,905468,2024-09-21,Not as Described,Approved,410.0,172.06,59.45
701051,905475,2024-10-12,Changed Mind,Approved,740.0,89.0,107.3
701052,905482,2025-01-31,Size/Fit Issue,Approved,2560.0,127.85,435.2
701053,905489,2024-04-29,Size/Fit Issue,Approved,1770.0,98.69,287.62
701054,905494,2025-02-23,Wrong Item Delivered,Approved,890.0,133.17,137.95
701055,905506,2024-08-25,Defective/Damaged,Approved,12780.0,66.32,2747.7
701056,905507,2024-05-18,Defective/Damaged,Approved,12780.0,118.28,2747.7
701057,905509,2024-06-14,Size/Fit Issue,Approved,7400.0,66.17,629.0
701058,905519,2024-07-23,Wrong Item Delivered,Approved,1990.0,135.16,358.2
701059,905521,2024-09-28,Changed Mind,Approved,410.0,125.24,59.45
701060,905527,2024-05-29,Size/Fit Issue,Approved,2150.0,69.52,349.38
701061,905539,2024-04-29,Not as Described,Approved,3170.0,114.01,570.6
701062,905554,2025-04-01,Size/Fit Issue,Approved,3900.0,61.4,663.0
701063,905576,2024-09-20,Not as Described,Approved,26280.0,151.75,2825.1
701064,905578,2025-01-15,Defective/Damaged,Approved,9450.0,82.7,567.0
701065,905593,2024-09-08,Size/Fit Issue,Approved,7400.0,173.04,629.0
701066,905594,2024-07-27,Changed Mind,Approved,2250.0,169.55,405.0
701067,905598,2024-07-21,Size/Fit Issue,Approved,1510.0,172.36,245.38
701068,905606,2024-08-30,Size/Fit Issue,Approved,2370.0,111.74,402.9
701069,905622,2024-08-09,Size/Fit Issue,Approved,7400.0,80.27,629.0
701070,905627,2025-03-04,Changed Mind,Approved,1620.0,133.23,78.3
701071,905630,2024-07-05,Size/Fit Issue,Rejected,0.0,179.63,0.0
701072,905635,2025-02-08,Defective/Damaged,Approved,9000.0,91.16,510.0
701073,905654,2024-07-18,Wrong Item Delivered,Approved,1990.0,166.17,358.2
701074,905657,2025-02-24,Not as Described,Approved,410.0,81.84,59.45
701075,905660,2024-06-01,Changed Mind,Approved,1510.0,68.97,245.38
701076,905674,2024-08-14,Defective/Damaged,Approved,13790.0,75.2,2964.85
701077,905695,2025-03-27,Size/Fit Issue,Approved,3740.0,64.08,635.8
701078,905699,2025-04-08,Not as Described,Approved,5970.0,88.52,358.2
701079,905703,2025-02-11,Size/Fit Issue,Approved,3370.0,99.44,572.9
701080,905708,2025-02-03,Defective/Damaged,Approved,13330.0,166.3,2865.95
701081,905712,2024-05-13,Defective/Damaged,Approved,2450.0,80.97,441.0
701082,905714,2024-12-02,Changed Mind,Approved,3000.0,123.3,510.0
701083,905723,2024-12-29,Not as Described,Approved,910.0,71.1,141.05
701084,905727,2024-05-30,Not as Described,Approved,780.0,108.1,113.1
701085,905729,2024-11-18,Changed Mind,Approved,4900.0,174.13,441.0
701086,905735,2024-06-01,Size/Fit Issue,Rejected,0.0,174.36,0.0
701087,905737,2025-03-13,Size/Fit Issue,Approved,1110.0,156.74,180.38
701088,905739,2025-03-19,Changed Mind,Approved,13140.0,154.84,2825.1
701089,905741,2024-05-24,Changed Mind,Approved,1560.0,168.79,113.1
701090,905743,2024-05-09,Size/Fit Issue,Approved,1510.0,95.86,245.38
701091,905750,2025-03-22,Changed Mind,Approved,1870.0,152.49,303.88
701092,905756,2024-05-27,Size/Fit Issue,Approved,1960.0,142.24,318.5
701093,905762,2024-05-08,Not as Described,Approved,2150.0,63.62,349.38
701094,905768,2024-10-13,Better Price Found,Approved,13790.0,159.81,2964.85
